user_query,filter,output_column,Indicator,api_method
Show me medium priority tickets opened last week assigned to Evan Miller in Sysop-DS-L1,assigned_to.name=Evan Miller^assignment_group.name=Sysop-DS-L1^priority=3^opened_atONLast week@javascript:gs.beginningOfLastWeek()@javascript:gs.endOfLastWeek(),"number,state,opened_at,resolved_at",Yes,GET
Show me high priority tickets opened this month assigned to Ian Anderson in Sysops-BET-L1,assigned_to.name=Ian Anderson^assignment_group.name=Sysops-BET-L1^priority=1^opened_atONThis month@javascript:gs.beginningOfThisMonth()@javascript:gs.endOfThisMonth(),"number,short_description,state,priority",Yes,GET
Show me medium priority tickets resolved tomorrow assigned to John Doe in Sysops-BET-L1,assigned_to.name=John Doe^assignment_group.name=Sysops-BET-L1^priority=3^resolved_atONTomorrow@javascript:gs.beginningOfTomorrow()@javascript:gs.endOfTomorrow(),"number,state,opened_at,resolved_at",Yes,GET
Show my low priority tickets closed today in Sysops-BET-L1,assigned_to=javascript:gs.getUserID()^assignment_group.name=Sysops-BET-L1^priority=5^closed_atONToday@javascript:gs.beginningOfToday()@javascript:gs.endOfToday(),"number,state,opened_at,resolved_at",Yes,GET
Show me medium priority tickets resolved this month assigned to Fiona Wilson in Sysop-DS-L1,assigned_to.name=Fiona Wilson^assignment_group.name=Sysop-DS-L1^priority=3^resolved_atONThis month@javascript:gs.beginningOfThisMonth()@javascript:gs.endOfThisMonth(),"number,state,opened_at,resolved_at",Yes,GET
Show me medium priority tickets resolved this month assigned to Alice Johnson in Sysop-DS-L1,assigned_to.name=Alice Johnson^assignment_group.name=Sysop-DS-L1^priority=3^resolved_atONThis month@javascript:gs.beginningOfThisMonth()@javascript:gs.endOfThisMonth(),"number,short_description,assigned_to,assignment_group",Yes,GET
Show my low priority tickets closed this week in Sysop-DS-L1,assigned_to=javascript:gs.getUserID()^assignment_group.name=Sysop-DS-L1^priority=5^closed_atONThis week@javascript:gs.beginningOfThisWeek()@javascript:gs.endOfThisWeek(),"number,short_description,priority,assigned_to,state",Yes,GET
Show me medium priority tickets closed last week assigned to Alice Johnson in Sysop-DS-L1,assigned_to.name=Alice Johnson^assignment_group.name=Sysop-DS-L1^priority=3^closed_atONLast week@javascript:gs.beginningOfLastWeek()@javascript:gs.endOfLastWeek(),"number,short_description,assigned_to,assignment_group",Yes,GET
Show me medium priority tickets opened today assigned to Ian Anderson in Sysop-DS-L1,assigned_to.name=Ian Anderson^assignment_group.name=Sysop-DS-L1^priority=3^opened_atONToday@javascript:gs.beginningOfToday()@javascript:gs.endOfToday(),"number,short_description,state,priority",Yes,GET
Show my low priority tickets opened tomorrow in Sysop-DS-L1,assigned_to=javascript:gs.getUserID()^assignment_group.name=Sysop-DS-L1^priority=5^opened_atONTomorrow@javascript:gs.beginningOfTomorrow()@javascript:gs.endOfTomorrow(),"number,short_description,state,priority",Yes,GET
Show me high priority tickets closed tomorrow assigned to Charlie Brown in Sysop-DS-L1,assigned_to.name=Charlie Brown^assignment_group.name=Sysop-DS-L1^priority=1^closed_atONTomorrow@javascript:gs.beginningOfTomorrow()@javascript:gs.endOfTomorrow(),"number,state,opened_at,resolved_at",Yes,GET
Show me medium priority tickets opened tomorrow assigned to Fiona Wilson in Sysops-BET-L1,assigned_to.name=Fiona Wilson^assignment_group.name=Sysops-BET-L1^priority=3^opened_atONTomorrow@javascript:gs.beginningOfTomorrow()@javascript:gs.endOfTomorrow(),"number,short_description,state,priority",Yes,GET
Show me low priority tickets resolved this month assigned to Charlie Brown in Sysop-DS-L1,assigned_to.name=Charlie Brown^assignment_group.name=Sysop-DS-L1^priority=5^resolved_atONThis month@javascript:gs.beginningOfThisMonth()@javascript:gs.endOfThisMonth(),"number,state,opened_at,resolved_at",Yes,GET
Show me medium priority tickets resolved last week assigned to Hannah Taylor in Sysops-BET-L1,assigned_to.name=Hannah Taylor^assignment_group.name=Sysops-BET-L1^priority=3^resolved_atONLast week@javascript:gs.beginningOfLastWeek()@javascript:gs.endOfLastWeek(),"number,short_description,assigned_to,assignment_group",Yes,GET
Show me high priority tickets resolved tomorrow assigned to Alice Johnson in Sysops-BET-L1,assigned_to.name=Alice Johnson^assignment_group.name=Sysops-BET-L1^priority=1^resolved_atONTomorrow@javascript:gs.beginningOfTomorrow()@javascript:gs.endOfTomorrow(),"number,short_description,state,priority",Yes,GET
Show me high priority tickets resolved this week assigned to Bob Williams in Sysop-DS-L1,assigned_to.name=Bob Williams^assignment_group.name=Sysop-DS-L1^priority=1^resolved_atONThis week@javascript:gs.beginningOfThisWeek()@javascript:gs.endOfThisWeek(),"number,short_description,state,priority",Yes,GET
Show me low priority tickets opened this week assigned to Charlie Brown in Sysops-BET-L1,assigned_to.name=Charlie Brown^assignment_group.name=Sysops-BET-L1^priority=5^opened_atONThis week@javascript:gs.beginningOfThisWeek()@javascript:gs.endOfThisWeek(),"number,short_description,assigned_to,assignment_group",Yes,GET
Show me medium priority tickets resolved tomorrow assigned to Jane Smith in Sysops-BET-L1,assigned_to.name=Jane Smith^assignment_group.name=Sysops-BET-L1^priority=3^resolved_atONTomorrow@javascript:gs.beginningOfTomorrow()@javascript:gs.endOfTomorrow(),"number,short_description,priority,assigned_to,state",Yes,GET
Show me low priority tickets resolved last week assigned to Charlie Brown in Sysop-DS-L1,assigned_to.name=Charlie Brown^assignment_group.name=Sysop-DS-L1^priority=5^resolved_atONLast week@javascript:gs.beginningOfLastWeek()@javascript:gs.endOfLastWeek(),"number,short_description,assigned_to,assignment_group",Yes,GET
Show me high priority tickets closed last week assigned to John Doe in Sysops-BET-L1,assigned_to.name=John Doe^assignment_group.name=Sysops-BET-L1^priority=1^closed_atONLast week@javascript:gs.beginningOfLastWeek()@javascript:gs.endOfLastWeek(),"number,state,opened_at,resolved_at",Yes,GET
Show me low priority tickets opened last week assigned to Ian Anderson in Sysop-DS-L1,assigned_to.name=Ian Anderson^assignment_group.name=Sysop-DS-L1^priority=5^opened_atONLast week@javascript:gs.beginningOfLastWeek()@javascript:gs.endOfLastWeek(),"number,state,opened_at,resolved_at",Yes,GET
Show me high priority tickets opened this month assigned to George Moore in Sysops-BET-L1,assigned_to.name=George Moore^assignment_group.name=Sysops-BET-L1^priority=1^opened_atONThis month@javascript:gs.beginningOfThisMonth()@javascript:gs.endOfThisMonth(),"number,short_description,assigned_to,assignment_group",Yes,GET
Show me low priority tickets closed this week assigned to George Moore in Sysop-DS-L1,assigned_to.name=George Moore^assignment_group.name=Sysop-DS-L1^priority=5^closed_atONThis week@javascript:gs.beginningOfThisWeek()@javascript:gs.endOfThisWeek(),"number,short_description,priority,assigned_to,state",Yes,GET
Show me medium priority tickets resolved today assigned to Evan Miller in Sysop-DS-L1,assigned_to.name=Evan Miller^assignment_group.name=Sysop-DS-L1^priority=3^resolved_atONToday@javascript:gs.beginningOfToday()@javascript:gs.endOfToday(),"number,short_description,assigned_to,assignment_group",Yes,GET
Show me high priority tickets resolved this month assigned to John Doe in Sysops-BET-L1,assigned_to.name=John Doe^assignment_group.name=Sysops-BET-L1^priority=1^resolved_atONThis month@javascript:gs.beginningOfThisMonth()@javascript:gs.endOfThisMonth(),"number,short_description,state,priority",Yes,GET
Show me medium priority tickets closed this week assigned to Alice Johnson in Sysops-BET-L1,assigned_to.name=Alice Johnson^assignment_group.name=Sysops-BET-L1^priority=3^closed_atONThis week@javascript:gs.beginningOfThisWeek()@javascript:gs.endOfThisWeek(),"number,short_description,assigned_to,assignment_group",Yes,GET
Show me medium priority tickets opened this month assigned to George Moore in Sysop-DS-L1,assigned_to.name=George Moore^assignment_group.name=Sysop-DS-L1^priority=3^opened_atONThis month@javascript:gs.beginningOfThisMonth()@javascript:gs.endOfThisMonth(),"number,state,opened_at,resolved_at",Yes,GET
Show me medium priority tickets opened last week assigned to Ian Anderson in Sysops-BET-L1,assigned_to.name=Ian Anderson^assignment_group.name=Sysops-BET-L1^priority=3^opened_atONLast week@javascript:gs.beginningOfLastWeek()@javascript:gs.endOfLastWeek(),"number,short_description,state,priority",Yes,GET
Show me high priority tickets resolved tomorrow assigned to John Doe in Sysops-BET-L1,assigned_to.name=John Doe^assignment_group.name=Sysops-BET-L1^priority=1^resolved_atONTomorrow@javascript:gs.beginningOfTomorrow()@javascript:gs.endOfTomorrow(),"number,state,opened_at,resolved_at",Yes,GET
Show me medium priority tickets resolved tomorrow assigned to Charlie Brown in Sysop-DS-L1,assigned_to.name=Charlie Brown^assignment_group.name=Sysop-DS-L1^priority=3^resolved_atONTomorrow@javascript:gs.beginningOfTomorrow()@javascript:gs.endOfTomorrow(),"number,short_description,assigned_to,assignment_group",Yes,GET
Show me medium priority tickets closed this month assigned to George Moore in Sysops-BET-L1,assigned_to.name=George Moore^assignment_group.name=Sysops-BET-L1^priority=3^closed_atONThis month@javascript:gs.beginningOfThisMonth()@javascript:gs.endOfThisMonth(),"number,state,opened_at,resolved_at",Yes,GET
Show me low priority tickets resolved this week assigned to Hannah Taylor in Sysops-BET-L1,assigned_to.name=Hannah Taylor^assignment_group.name=Sysops-BET-L1^priority=5^resolved_atONThis week@javascript:gs.beginningOfThisWeek()@javascript:gs.endOfThisWeek(),"number,short_description,assigned_to,assignment_group",Yes,GET
Show me low priority tickets opened today assigned to Fiona Wilson in Sysops-BET-L1,assigned_to.name=Fiona Wilson^assignment_group.name=Sysops-BET-L1^priority=5^opened_atONToday@javascript:gs.beginningOfToday()@javascript:gs.endOfToday(),"number,state,opened_at,resolved_at",Yes,GET
Show me high priority tickets closed today assigned to John Doe in Sysop-DS-L1,assigned_to.name=John Doe^assignment_group.name=Sysop-DS-L1^priority=1^closed_atONToday@javascript:gs.beginningOfToday()@javascript:gs.endOfToday(),"number,short_description,priority,assigned_to,state",Yes,GET
Show me high priority tickets closed tomorrow assigned to Jane Smith in Sysop-DS-L1,assigned_to.name=Jane Smith^assignment_group.name=Sysop-DS-L1^priority=1^closed_atONTomorrow@javascript:gs.beginningOfTomorrow()@javascript:gs.endOfTomorrow(),"number,short_description,state,priority",Yes,GET
Show me medium priority tickets resolved last week assigned to John Doe in Sysop-DS-L1,assigned_to.name=John Doe^assignment_group.name=Sysop-DS-L1^priority=3^resolved_atONLast week@javascript:gs.beginningOfLastWeek()@javascript:gs.endOfLastWeek(),"number,short_description,priority,assigned_to,state",Yes,GET
Show me medium priority tickets closed this month assigned to George Moore in Sysop-DS-L1,assigned_to.name=George Moore^assignment_group.name=Sysop-DS-L1^priority=3^closed_atONThis month@javascript:gs.beginningOfThisMonth()@javascript:gs.endOfThisMonth(),"number,state,opened_at,resolved_at",Yes,GET
Show me high priority tickets resolved tomorrow assigned to Hannah Taylor in Sysops-BET-L1,assigned_to.name=Hannah Taylor^assignment_group.name=Sysops-BET-L1^priority=1^resolved_atONTomorrow@javascript:gs.beginningOfTomorrow()@javascript:gs.endOfTomorrow(),"number,short_description,priority,assigned_to,state",Yes,GET
Show me medium priority tickets opened tomorrow assigned to Diana Davis in Sysops-BET-L1,assigned_to.name=Diana Davis^assignment_group.name=Sysops-BET-L1^priority=3^opened_atONTomorrow@javascript:gs.beginningOfTomorrow()@javascript:gs.endOfTomorrow(),"number,short_description,state,priority",Yes,GET
Show me high priority tickets opened last week assigned to John Doe in Sysops-BET-L1,assigned_to.name=John Doe^assignment_group.name=Sysops-BET-L1^priority=1^opened_atONLast week@javascript:gs.beginningOfLastWeek()@javascript:gs.endOfLastWeek(),"number,short_description,state,priority",Yes,GET
Show me medium priority tickets resolved this month assigned to Evan Miller in Sysop-DS-L1,assigned_to.name=Evan Miller^assignment_group.name=Sysop-DS-L1^priority=3^resolved_atONThis month@javascript:gs.beginningOfThisMonth()@javascript:gs.endOfThisMonth(),"number,short_description,assigned_to,assignment_group",Yes,GET
Show me medium priority tickets resolved this month assigned to Julia Thomas in Sysop-DS-L1,assigned_to.name=Julia Thomas^assignment_group.name=Sysop-DS-L1^priority=3^resolved_atONThis month@javascript:gs.beginningOfThisMonth()@javascript:gs.endOfThisMonth(),"number,short_description,state,priority",Yes,GET
Show me low priority tickets closed today assigned to Alice Johnson in Sysop-DS-L1,assigned_to.name=Alice Johnson^assignment_group.name=Sysop-DS-L1^priority=5^closed_atONToday@javascript:gs.beginningOfToday()@javascript:gs.endOfToday(),"number,short_description,state,priority",Yes,GET
Show me high priority tickets closed tomorrow assigned to Bob Williams in Sysop-DS-L1,assigned_to.name=Bob Williams^assignment_group.name=Sysop-DS-L1^priority=1^closed_atONTomorrow@javascript:gs.beginningOfTomorrow()@javascript:gs.endOfTomorrow(),"number,short_description,state,priority",Yes,GET
Show me low priority tickets closed last week assigned to Evan Miller in Sysop-DS-L1,assigned_to.name=Evan Miller^assignment_group.name=Sysop-DS-L1^priority=5^closed_atONLast week@javascript:gs.beginningOfLastWeek()@javascript:gs.endOfLastWeek(),"number,short_description,priority,assigned_to,state",Yes,GET
Show me low priority tickets opened this week assigned to Evan Miller in Sysops-BET-L1,assigned_to.name=Evan Miller^assignment_group.name=Sysops-BET-L1^priority=5^opened_atONThis week@javascript:gs.beginningOfThisWeek()@javascript:gs.endOfThisWeek(),"number,short_description,assigned_to,assignment_group",Yes,GET
Show me low priority tickets closed last week assigned to Diana Davis in Sysop-DS-L1,assigned_to.name=Diana Davis^assignment_group.name=Sysop-DS-L1^priority=5^closed_atONLast week@javascript:gs.beginningOfLastWeek()@javascript:gs.endOfLastWeek(),"number,short_description,state,priority",Yes,GET
Show me high priority tickets resolved today assigned to Fiona Wilson in Sysops-BET-L1,assigned_to.name=Fiona Wilson^assignment_group.name=Sysops-BET-L1^priority=1^resolved_atONToday@javascript:gs.beginningOfToday()@javascript:gs.endOfToday(),"number,short_description,priority,assigned_to,state",Yes,GET
Show me high priority tickets closed tomorrow assigned to Alice Johnson in Sysop-DS-L1,assigned_to.name=Alice Johnson^assignment_group.name=Sysop-DS-L1^priority=1^closed_atONTomorrow@javascript:gs.beginningOfTomorrow()@javascript:gs.endOfTomorrow(),"number,state,opened_at,resolved_at",Yes,GET
Show me high priority tickets closed today assigned to Bob Williams in Sysops-BET-L1,assigned_to.name=Bob Williams^assignment_group.name=Sysops-BET-L1^priority=1^closed_atONToday@javascript:gs.beginningOfToday()@javascript:gs.endOfToday(),"number,short_description,state,priority",Yes,GET
Show me medium priority tickets resolved last week assigned to George Moore in Sysops-BET-L1,assigned_to.name=George Moore^assignment_group.name=Sysops-BET-L1^priority=3^resolved_atONLast week@javascript:gs.beginningOfLastWeek()@javascript:gs.endOfLastWeek(),"number,short_description,priority,assigned_to,state",Yes,GET
